Frequency,Channel A,Channel B
(ms),(mV),(V)

13.07999967,-130.02890000,-5.21807300
13.09999967,-130.02890000,-5.21807300
13.11999967,-130.02890000,-5.21807300
13.13999967,-126.09190000,-5.21807300
13.15999967,-126.09190000,-5.13902600
13.17999967,-126.09190000,-5.13902600
13.19999967,-126.09190000,-5.13902600
13.21999967,-126.09190000,-5.05997800
13.23999967,-130.02890000,-5.05997800
13.25999967,-122.15490000,-5.05997800
13.27999966,-122.15490000,-5.05997800
13.29999966,-122.15490000,-5.05997800
13.31999966,-126.09190000,-4.98093000
13.33999966,-126.09190000,-4.98093000
13.35999966,-122.15490000,-4.90188200
13.37999966,-126.09190000,-4.90188200
13.39999966,-126.09190000,-4.90188200
13.41999966,-122.15490000,-4.90188200
13.43999966,-118.21790000,-4.82283500
13.45999966,-122.15490000,-4.82283500
13.47999966,-118.21790000,-4.82283500
13.49999966,-122.15490000,-4.74378700
13.51999966,-122.15490000,-4.74378700
13.53999966,-118.21790000,-4.74378700
13.55999966,-114.28090000,-4.74378700
13.57999966,-114.28090000,-4.66473900
13.59999966,-118.21790000,-4.66473900
13.61999966,-118.21790000,-4.66473900
13.63999966,-118.21790000,-4.66473900
13.65999965,-114.28090000,-4.66473900
13.67999965,-114.28090000,-4.58569100
13.69999965,-110.32850000,-4.50664400
13.71999965,-118.21790000,-4.50664400
13.73999965,-110.32850000,-4.50664400
13.75999965,-110.32850000,-4.50664400
13.77999965,-110.32850000,-4.42759600
13.79999965,-110.32850000,-4.42759600
13.81999965,-106.39150000,-4.42759600
13.83999965,-110.32850000,-4.34854800
13.85999965,-110.32850000,-4.34854800
13.87999965,-106.39150000,-4.34854800
13.89999965,-106.39150000,-4.26919300
13.91999965,-106.39150000,-4.26919300
13.93999965,-102.45450000,-4.26919300
13.95999965,-106.39150000,-4.19014500
13.97999965,-106.39150000,-4.19014500
13.99999965,-102.45450000,-4.19014500
14.01999965,-102.45450000,-4.11109700
14.03999965,-102.45450000,-4.11109700
14.05999964,-102.45450000,-4.11109700
14.07999964,-98.51746000,-4.03205000
14.09999964,-98.51746000,-4.03205000
14.11999964,-102.45450000,-4.03205000
14.13999964,-102.45450000,-3.95300200
14.15999964,-98.51746000,-3.95300200
14.17999964,-94.56508000,-3.87395400
